"Taxa"	"lambchop17"	"lambchop18"	"lambchop25"	"lambchop37"	"lambchop44"	"lambchop46"	"lambchop48"	"lambchop50"	"lambchop55"	"lambchop70"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii"	0.00214285714285714	0.0104285714285714	0.00385714285714286	0.00514285714285714	0.00114285714285714	0.00114285714285714	0.00914285714285714	0.00414285714285714	0.00142857142857143	0.000857142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia|s__Prevotellamassilia timonensis"	0	0	0.000142857142857143	0.0172857142857143	0	0	0.016	0	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia hejianensis"	0	0	0.000428571428571429	0.015	0.000857142857142857	0.001	0.00571428571428571	0.001	0.00342857142857143	0.00157142857142857
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis Bordigoni et al. 2020"	0.000142857142857143	0.011	0.000428571428571429	0.004	0.00142857142857143	0.00114285714285714	0.007	0.00242857142857143	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium perfringens"	0.00942857142857143	0.016	0.000142857142857143	0	0.000285714285714286	0	0	0	0.000428571428571429	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia glucerasea"	0	0	0	0.00385714285714286	0.00157142857142857	0.002	0.00242857142857143	0.0128571428571429	0.00157142857142857	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium myosotis"	0	0	0	0	0	0	0	0.000142857142857143	0	0.0201428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum"	0	0	0	0.00914285714285714	0.00385714285714286	0.00114285714285714	0.00428571428571429	0.001	0.000428571428571429	0.000285714285714286
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus massiliensis"	0.000571428571428571	0.000714285714285714	0.00157142857142857	0.00671428571428571	0.000142857142857143	0.000428571428571429	0.00328571428571429	0.000285714285714286	0.000142857142857143	0.00542857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis"	0	0	0	0.000142857142857143	0.003	0.00557142857142857	0	0.00314285714285714	0.00371428571428571	0.00328571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides mediterraneensis"	0.000142857142857143	0	0	0.00328571428571429	0.00128571428571429	0.00257142857142857	0.00171428571428571	0.000285714285714286	0.00185714285714286	0.00342857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella rara"	0	0	0	0.00757142857142857	0	0	0.00528571428571429	0	0	0.000857142857142857
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella vaginalis"	0	0	0.00271428571428571	0.00128571428571429	0.00214285714285714	0.000428571428571429	0.000428571428571429	0.000428571428571429	0.00457142857142857	0.000714285714285714
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei"	0	0	0.00128571428571429	0.000857142857142857	0.00185714285714286	0.000714285714285714	0.000285714285714286	0.000857142857142857	0.00271428571428571	0.00357142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae"	0	0	0	0.00542857142857143	0.000285714285714286	0.00114285714285714	0.00271428571428571	0.000285714285714286	0.001	0.000714285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0	0	0	0.003	0.00314285714285714	0.000285714285714286	0.00171428571428571	0.00157142857142857	0.00157142857142857	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium rousetti"	0	0	0	0	0	0	0	0	0	0.011
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0.000428571428571429	0.00414285714285714	0.000571428571428571	0.00128571428571429	0.000428571428571429	0.000285714285714286	0.00257142857142857	0.000857142857142857	0	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium aesculapii"	0	0	0	0	0	0	0	0	0.000142857142857143	0.00971428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella baroniae"	0	0	0	0.00428571428571429	0	0	0.004	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella boydii"	0.000142857142857143	0.000142857142857143	0	0.00714285714285714	0	0	0	0	0	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0	0	0	0.00385714285714286	0.00114285714285714	0.000142857142857143	0.00157142857142857	0.000142857142857143	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella herbatica"	0	0	0	0.002	0	0	0.00185714285714286	0	0	0.00314285714285714
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0.000142857142857143	0.00185714285714286	0.000142857142857143	0.00114285714285714	0.000428571428571429	0.000285714285714286	0.00157142857142857	0.00128571428571429	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium porci"	0	0	0.000142857142857143	0.00371428571428571	0.000142857142857143	0.000285714285714286	0.001	0	0	0.00142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oris"	0	0	0	0.00142857142857143	0	0	0.00128571428571429	0	0	0.00371428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus gnavus"	0	0	0	0.000142857142857143	0.000857142857142857	0.00185714285714286	0	0.000714285714285714	0.002	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia marmotae"	0	0	0	0.00542857142857143	0	0	0.000142857142857143	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae"	0	0	0	0.00471428571428571	0	0	0.000857142857142857	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella sonnei"	0.00142857142857143	0.003	0.000142857142857143	0.000714285714285714	0	0	0	0.000142857142857143	0	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium callitrichos"	0	0	0	0	0	0	0	0	0	0.00542857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter|s__Caecibacter massiliensis"	0	0.001	0	0.000571428571428571	0.000285714285714286	0.000285714285714286	0.00157142857142857	0.000571428571428571	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei"	0	0	0	0.000857142857142857	0.001	0.000857142857142857	0	0.000571428571428571	0.000285714285714286	0.000714285714285714
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium tertium"	0	0.00428571428571429	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella catena"	0.000285714285714286	0.000428571428571429	0.00114285714285714	0.000142857142857143	0	0	0	0	0	0.00171428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris"	0	0	0	0	0.000428571428571429	0.00157142857142857	0	0.000714285714285714	0.000428571428571429	0.000571428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola barnesiae"	0	0	0	0.00157142857142857	0.000142857142857143	0.000714285714285714	0.000714285714285714	0	0.000285714285714286	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0	0	0	0.000857142857142857	0.000428571428571429	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000857142857142857	0.000571428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides humanifaecis"	0	0	0	0	0.000428571428571429	0.000857142857142857	0	0.000428571428571429	0.001	0.000714285714285714
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium tissieri"	0	0	0	0	0	0	0	0	0	0.00342857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum succiniciproducens"	0	0	0	0.00114285714285714	0.000714285714285714	0.000285714285714286	0.000571428571428571	0.000428571428571429	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella intestinalis"	0	0	0.000285714285714286	0.000571428571428571	0.000285714285714286	0	0.000428571428571429	0.000285714285714286	0.000428571428571429	0.000571428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella buccae"	0	0	0	0.00128571428571429	0	0	0.00157142857142857	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella oryzae"	0	0	0	0.00142857142857143	0	0	0.000857142857142857	0	0	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus intermedius"	0	0.000142857142857143	0	0	0.000142857142857143	0.000714285714285714	0	0.00128571428571429	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oricebi"	0.000142857142857143	0.000285714285714286	0	0	0.000142857142857143	0.000142857142857143	0	0.00128571428571429	0.000285714285714286	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0	0	0	0.000571428571428571	0.000714285714285714	0.000142857142857143	0	0.000142857142857143	0.000285714285714286	0.000428571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter kilianii"	0	0.000285714285714286	0.001	0	0.000142857142857143	0.000285714285714286	0	0.000428571428571429	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis"	0.000142857142857143	0.000428571428571429	0	0.000428571428571429	0.000142857142857143	0.000142857142857143	0.000714285714285714	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia defectiva"	0	0	0	0	0	0.000285714285714286	0	0.00157142857142857	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium hapali"	0	0	0	0	0	0	0	0	0	0.00214285714285714
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus vulneris"	0.000142857142857143	0	0	0	0	0.000285714285714286	0	0.001	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus curvatus"	0	0	0	0	0.000285714285714286	0	0	0.00157142857142857	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0	0	0	0.00114285714285714	0.000142857142857143	0.000285714285714286	0.000285714285714286	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0	0	0	0.00114285714285714	0.000285714285714286	0	0.000428571428571429	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter aphrophilus"	0	0.000285714285714286	0.000285714285714286	0	0	0.000285714285714286	0	0.000857142857142857	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0	0	0	0.000857142857142857	0.000142857142857143	0.000285714285714286	0.000428571428571429	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria oralis"	0.000142857142857143	0.000285714285714286	0.000142857142857143	0	0	0.000571428571428571	0	0.000428571428571429	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus koreensis"	0	0.000142857142857143	0	0	0.000142857142857143	0.000285714285714286	0	0.000714285714285714	0.000285714285714286	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium reuteri"	0	0	0	0	0	0	0	0	0	0.00157142857142857
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sanguinis"	0	0.000142857142857143	0	0	0.000142857142857143	0.000285714285714286	0	0.000714285714285714	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0	0	0	0	0	0.000428571428571429	0	0.000714285714285714	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera sueciensis"	0	0.000571428571428571	0	0.000142857142857143	0	0.000142857142857143	0.000571428571428571	0	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera hexanoica"	0	0.000857142857142857	0	0.000142857142857143	0	0.000142857142857143	0.000285714285714286	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria perflava"	0	0.000142857142857143	0	0	0.000142857142857143	0.000142857142857143	0	0.000857142857142857	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola plebeius"	0	0	0	0.000285714285714286	0	0.000285714285714286	0.000142857142857143	0	0.000142857142857143	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella maculosa"	0	0	0	0.000714285714285714	0	0	0.000571428571428571	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella marseillensis"	0	0	0	0.000428571428571429	0	0	0.000714285714285714	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella|s__Gemella morbillorum"	0.000142857142857143	0	0	0	0	0.000142857142857143	0	0.001	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus ilei"	0	0.000142857142857143	0	0	0.000142857142857143	0.000285714285714286	0	0.000428571428571429	0	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania|s__Qiania dongpingensis"	0	0	0	0.000857142857142857	0.000285714285714286	0	0	0.000142857142857143	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris"	0	0	0	0.000142857142857143	0.000142857142857143	0	0.000285714285714286	0	0.000428571428571429	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus"	0	0	0	0	0.000428571428571429	0.000571428571428571	0	0	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella shahii"	0	0	0	0.000571428571428571	0	0	0.000571428571428571	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio proteoclasticus"	0	0	0	0.000142857142857143	0.000428571428571429	0.000285714285714286	0	0.000142857142857143	0.000142857142857143	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides koreensis"	0	0	0	0	0	0.000714285714285714	0	0	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus durans"	0.00114285714285714	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0	0	0	0.000857142857142857	0	0	0.000142857142857143	0	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella hominis"	0	0	0	0	0.000142857142857143	0.000285714285714286	0	0.000142857142857143	0	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella xylanolytica"	0	0	0	0.000285714285714286	0.000142857142857143	0.000142857142857143	0.000142857142857143	0.000142857142857143	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0	0	0	0.000285714285714286	0.000142857142857143	0.000142857142857143	0	0.000142857142857143	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium polysaccharolyticum"	0	0	0	0.000571428571428571	0.000142857142857143	0.000142857142857143	0.000142857142857143	0	0	0
