"ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"txid1912896"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides koreensis"
"txid1841856"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides mediterraneensis"
"txid28116"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides ovatus"
"txid449673"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides stercoris"
"txid820"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides uniformis"
"txid657309"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides xylanisolvens"
"txid2650157"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Bacteroides"	"s__Bacteroides zhangwenhongii"
"txid2725562"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Caecibacteroides"	"s__Caecibacteroides pullorum"
"txid376804"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola barnesiae"
"txid387090"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola coprophilus"
"txid357276"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola dorei"
"txid2786956"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola faecalis"
"txid204516"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola massiliensis"
"txid1236498"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola paurosaccharolyticus"
"txid484018"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola plebeius"
"txid1236538"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola sartorii"
"txid435590"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Phocaeicola"	"s__Phocaeicola vulgatus"
"txid487174"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Barnesiellaceae"	"g__Barnesiella"	"s__Barnesiella intestinihominis"
"txid397865"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Barnesiellaceae"	"g__Barnesiella"	"s__Barnesiella viscericola"
"txid1349822"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Barnesiellaceae"	"g__Coprobacter"	"s__Coprobacter fastidiosus"
"txid2530391"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"	"s__Duncaniella freteri"
"txid2094150"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"	"s__Duncaniella muris"
"txid2094151"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Paramuribaculum"	"s__Paramuribaculum intestinale"
"txid2606626"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Sodaliphilus"	"s__Sodaliphilus pleomorphus"
"txid671218"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Alloprevotella"	"s__Alloprevotella rava"
"txid76122"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Alloprevotella"	"s__Alloprevotella tannerae"
"txid1841864"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Marseilla"	"s__Marseilla massiliensis"
"txid1870999"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Metaprevotella"	"s__Metaprevotella massiliensis"
"txid454154"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Paraprevotella"	"s__Paraprevotella clara"
"txid454155"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Paraprevotella"	"s__Paraprevotella xylaniphila"
"txid305719"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella baroniae"
"txid873513"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella buccae"
"txid28127"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella buccalis"
"txid537011"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella copri"
"txid1236509"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella dentasini"
"txid28129"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella denticola"
"txid1236517"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella fusca"
"txid2801997"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella herbatica"
"txid2518605"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella hominis"
"txid2800387"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella illustrans"
"txid439703"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella maculosa"
"txid28135"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella oris"
"txid185294"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella paludivivens"
"txid1002367"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"	"s__Prevotella stercorea"
"txid1852370"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotellamassilia"	"s__Prevotellamassilia timonensis"
"txid823"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides distasonis"
"txid387661"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides johnsonii"
"txid46503"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Tannerellaceae"	"g__Parabacteroides"	"s__Parabacteroides merdae"
"txid1379"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__"	"g__Gemella"	"s__Gemella haemolysans"
"txid29391"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__"	"g__Gemella"	"s__Gemella morbillorum"
"txid1179782"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__"	"g__Gemella"	"s__Gemella parahaemolysans"
"txid1179787"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Bacillales"	"f__"	"g__Gemella"	"s__Gemella taiwanensis"
"txid46125"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Abiotrophia"	"s__Abiotrophia defectiva"
"txid137732"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Granulicatella"	"s__Granulicatella elegans"
"txid1351"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"	"s__Enterococcus faecalis"
"txid1156431"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus ilei"
"txid1338"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus intermedius"
"txid2382163"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus koreensis"
"txid28037"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus mitis"
"txid655813"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus oralis"
"txid1547447"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus oricebi"
"txid760570"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus parasanguinis"
"txid1234680"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus rubneri"
"txid1305"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus sanguinis"
"txid2853160"	"k__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"	"s__Streptococcus vulneris"
"txid2126740"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium fessum"
"txid759821"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium indicum"
"txid1347366"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium massiliamazoniense"
"txid1958780"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium merdae"
"txid2605778"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium porci"
"txid2479838"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium transplantifaecale"
"txid2784388"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"	"s__Clostridium vitabionis"
"txid1096246"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Hungatella"	"s__Hungatella effluvii"
"txid154046"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Hungatella"	"s__Hungatella hathewayi"
"txid384636"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Hungatella"	"s__Hungatella xylanolytica"
"txid1727145"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Anaerocolumna"	"s__Anaerocolumna chitinilytica"
"txid259063"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Anaerocolumna"	"s__Anaerocolumna jejuensis"
"txid1812858"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Anaerosacchariphilus"	"s__Anaerosacchariphilus polymeriproducens"
"txid1745713"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Bariatricus"	"s__Bariatricus massiliensis"
"txid2606636"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Bilifractor"	"s__Bilifractor porci"
"txid1912897"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia argi"
"txid1796615"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia caecimuris"
"txid536633"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia glucerasea"
"txid2025493"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia hominis"
"txid1121114"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia producta"
"txid1796616"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia pseudococcoides"
"txid180164"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Blautia"	"s__Blautia schinkii"
"txid45851"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio crossotus"
"txid831"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio fibrisolvens"
"txid43305"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Butyrivibrio"	"s__Butyrivibrio proteoclasticus"
"txid2850323"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Diplocloster"	"s__Diplocloster agilis"
"txid208479"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster bolteae"
"txid358743"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster citroniae"
"txid1531"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Enterocloster"	"s__Enterocloster clostridioformis"
"txid1912855"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Faecalimonas"	"s__Faecalimonas umbilicata"
"txid1150298"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"	"s__Fusicatenibacter saccharivorans"
"txid1912090"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Gluceribacter"	"s__Gluceribacter canis"
"txid1679721"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Herbinix"	"s__Herbinix luporum"
"txid2885351"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Hominisplanchenecus"	"s__Hominisplanchenecus faecis"
"txid2763671"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Jingyaoa"	"s__Jingyaoa shaoxingensis"
"txid1469948"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Kineothrix"	"s__Kineothrix alysoides"
"txid29364"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Clostridium polysaccharolyticum"
"txid1926283"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Lachnoclostridium edouardi"
"txid1852382"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"	"s__Lachnoclostridium urinimassiliense"
"txid253257"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora amygdalina"
"txid1286362"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora celerecrescens"
"txid69825"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora indolis"
"txid84030"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora saccharolytica"
"txid29370"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora sphenoides"
"txid29375"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Lacrimispora"	"s__Lacrimispora xylanolytica"
"txid168384"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Marvinbryantia"	"s__Marvinbryantia formatexigens"
"txid471875"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Ruminococcus lactaris"
"txid33039"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"	"s__Ruminococcus torques"
"txid796944"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__Oribacterium asaccharolyticum"
"txid796943"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__Oribacterium parvum"
"txid237576"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Oribacterium"	"s__Oribacterium sinus"
"txid2606632"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Porcincola"	"s__Porcincola intestinalis"
"txid2763669"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Qiania"	"s__Qiania dongpingensis"
"txid301302"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia faecis"
"txid585394"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia hominis"
"txid2605790"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Roseburia"	"s__Roseburia porci"
"txid84037"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Syntrophococcus"	"s__Syntrophococcus sucromutans"
"txid2606634"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Velocimicrobium"	"s__Velocimicrobium porci"
"txid2606635"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Waltera"	"s__Waltera intestinalis"
"txid2763667"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Lachnospiraceae"	"g__Wansuia"	"s__Wansuia hejianensis"
"txid1673717"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Anaeromassilibacillus"	"s__Anaeromassilibacillus senegalensis"
"txid642589"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Caproiciproducens"	"s__Caproiciproducens galactitolivorans"
"txid1632013"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Drancourtella"	"s__Drancourtella massiliensis"
"txid1535"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__"	"s__Clostridium leptum"
"txid384638"	"k__Bacteria"	"p__Firmicutes"	"c__Clostridia"	"o__Eubacteriales"	"f__"	"g__"	"s__Bacteroides pectinophilus"
