"Taxa"	"jarjarbinks14"	"jarjarbinks15"	"jarjarbinks21"	"jarjarbinks29"	"jarjarbinks32"	"jarjarbinks44"	"jarjarbinks49"	"jarjarbinks68"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera paucivorans"	0.00328571428571429	0.004	0.0467142857142857	0.0148571428571429	0.0304285714285714	0.00114285714285714	0.0371428571428571	0.0301428571428571
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera indica"	0.00328571428571429	0.00342857142857143	0.0517142857142857	0.0165714285714286	0.0288571428571429	0.001	0.0315714285714286	0.0271428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae"	0.0145714285714286	0.008	0.0238571428571429	0.0205714285714286	0.022	0.0131428571428571	0.0341428571428571	0.0225714285714286
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter quasiroggenkampii"	0	0	0	0	0	0.142428571428571	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola vulgatus"	0.0308571428571429	0.0157142857142857	0.0122857142857143	0.00685714285714286	0.0121428571428571	0.0292857142857143	0.00757142857142857	0.0151428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia|s__Wansuia hejianensis"	0.0155714285714286	0.0248571428571429	0.00814285714285714	0.0121428571428571	0.0132857142857143	0.00342857142857143	0.0297142857142857	0.011
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera massiliensis"	0.00571428571428571	0.00757142857142857	0.0408571428571429	0.0142857142857143	0.0125714285714286	0.00128571428571429	0.0137142857142857	0.0134285714285714
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella seckii"	0.00428571428571429	0.00442857142857143	0.00814285714285714	0.0101428571428571	0.014	0.0167142857142857	0.014	0.0212857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia fergusonii"	0.000142857142857143	0.000142857142857143	0.00685714285714286	0.0202857142857143	0.0374285714285714	0.00828571428571429	0.00914285714285714	0.00814285714285714
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera stantonii"	0.00142857142857143	0.00257142857142857	0.0282857142857143	0.00871428571428571	0.011	0.00128571428571429	0.0132857142857143	0.009
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium porci"	0.0297142857142857	0.0175714285714286	0.005	0.004	0.00357142857142857	0.00257142857142857	0.00814285714285714	0.00371428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides mediterraneensis"	0.00842857142857143	0.00442857142857143	0.008	0.00557142857142857	0.00628571428571429	0.0214285714285714	0.00785714285714286	0.00828571428571429
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus massiliensis"	0.00271428571428571	0.00142857142857143	0.00157142857142857	0.00357142857142857	0.00714285714285714	0.0341428571428571	0.00628571428571429	0.00385714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides uniformis"	0.0235714285714286	0.0108571428571429	0	0	0	0.0225714285714286	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium asaccharolyticum"	0.00142857142857143	0.00157142857142857	0.00342857142857143	0.00242857142857143	0.00942857142857143	0.000571428571428571	0.0211428571428571	0.00757142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster bolteae"	0.0155714285714286	0.009	0.00271428571428571	0.00485714285714286	0.00357142857142857	0.00114285714285714	0.00542857142857143	0.00428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis"	0.0117142857142857	0.00685714285714286	0.00157142857142857	0.001	0.002	0.0194285714285714	0.000285714285714286	0.00342857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus gnavus"	0.0214285714285714	0.0185714285714286	0	0	0	0.00142857142857143	0	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas|s__Succinatimonas hippei"	0.00671428571428571	0.00814285714285714	0.00114285714285714	0.00314285714285714	0.00685714285714286	0.003	0.00657142857142857	0.00557142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor|s__Flavonifractor plautii"	0.0162857142857143	0.0132857142857143	0.002	0.000428571428571429	0.00114285714285714	0.00171428571428571	0.000714285714285714	0.00157142857142857
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella dysenteriae"	0.012	0.0191428571428571	0	0.000142857142857143	0.00485714285714286	0.000571428571428571	0.000142857142857143	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella faecalis"	0.00142857142857143	0.00142857142857143	0.00328571428571429	0.00271428571428571	0.00285714285714286	0.018	0.00271428571428571	0.00342857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella histaminiformans"	0.000714285714285714	0.000714285714285714	0.00457142857142857	0.004	0.00357142857142857	0.000142857142857143	0.0101428571428571	0.00928571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter wuhouensis"	0	0	0	0	0	0.0327142857142857	0	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella intestinalis"	0.00757142857142857	0.00542857142857143	0.000285714285714286	0.000428571428571429	0.00242857142857143	0.00985714285714286	0.000285714285714286	0.00357142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides salyersiae"	0.0111428571428571	0.00757142857142857	0	0	0.000142857142857143	0.0102857142857143	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia marmotae"	0	0	0.00128571428571429	0.003	0.00885714285714286	0.00471428571428571	0.00471428571428571	0.00628571428571429
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella sonnei"	0.000571428571428571	0.00142857142857143	0.002	0.00585714285714286	0.0111428571428571	0.000142857142857143	0.000571428571428571	0.00657142857142857
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas fragi"	0	0	0	0	0	0	0	0.0281428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	0.008	0.0171428571428571	0.000428571428571429	0.000285714285714286	0.000285714285714286	0.000571428571428571	0.000142857142857143	0.00128571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor|s__Bilifractor porci"	0.00128571428571429	0.00171428571428571	0.00185714285714286	0.00257142857142857	0.005	0.000571428571428571	0.0108571428571429	0.00342857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera vaginalis Bordigoni et al. 2020"	0.000428571428571429	0	0.00357142857142857	0.000714285714285714	0.00614285714285714	0.000142857142857143	0.00871428571428571	0.00671428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella baroniae"	0.004	0.00228571428571429	0.00257142857142857	0.002	0.00471428571428571	0.002	0.00271428571428571	0.00371428571428571
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium varium"	0.003	0.00542857142857143	0	0	0	0.000857142857142857	0.000285714285714286	0.0135714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora celerecrescens"	0.00971428571428571	0.00842857142857143	0.000714285714285714	0.000714285714285714	0.000571428571428571	0.000714285714285714	0.00142857142857143	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	0.00814285714285714	0.0114285714285714	0.000142857142857143	0.000142857142857143	0.000142857142857143	0.000571428571428571	0	0.00228571428571429
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas rupellensis"	0.00142857142857143	0.00114285714285714	0.00157142857142857	0.003	0.00485714285714286	0.001	0.00314285714285714	0.00485714285714286
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei"	0.00128571428571429	0.000428571428571429	0	0.001	0.00271428571428571	0.00457142857142857	0.001	0.00957142857142857
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter mori"	0	0	0	0	0	0.0192857142857143	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pullorum"	0	0	0	0	0	0.0191428571428571	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola massiliensis"	0.00514285714285714	0.00514285714285714	0	0	0.000142857142857143	0.008	0.000142857142857143	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0.0122857142857143	0.00528571428571429	0	0	0	0.001	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter asburiae"	0	0	0	0	0	0.0168571428571429	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris"	0.00614285714285714	0.00371428571428571	0	0	0.000428571428571429	0.00571428571428571	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger"	0.00414285714285714	0.00614285714285714	0.000428571428571429	0.00185714285714286	0.000714285714285714	0.000285714285714286	0.000428571428571429	0.00157142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0.000857142857142857	0.000428571428571429	0.00185714285714286	0.000714285714285714	0.00485714285714286	0.00142857142857143	0.000428571428571429	0.004
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola barnesiae"	0.00257142857142857	0.000571428571428571	0.00228571428571429	0.000857142857142857	0.00142857142857143	0.00114285714285714	0.00285714285714286	0.00157142857142857
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0.000571428571428571	0.00342857142857143	0	0	0	0.009	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.000142857142857143	0	0.000285714285714286	0.000285714285714286	0.00285714285714286	0.000142857142857143	0.00628571428571429	0.00228571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides humanifaecis"	0.00257142857142857	0.000714285714285714	0.000428571428571429	0.000142857142857143	0.000857142857142857	0.00514285714285714	0.000857142857142857	0.00157142857142857
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella|s__Shigella boydii"	0	0	0.000428571428571429	0.000714285714285714	0.00671428571428571	0.00171428571428571	0.00214285714285714	0.000428571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0.001	0.000571428571428571	0.00128571428571429	0.001	0.00185714285714286	0.00142857142857143	0.00271428571428571	0.00185714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium fessum"	0.00442857142857143	0.00328571428571429	0.000285714285714286	0.000142857142857143	0.000285714285714286	0.000857142857142857	0.000857142857142857	0.000571428571428571
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter chengduensis"	0	0	0	0	0	0.0104285714285714	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0.00271428571428571	0.00242857142857143	0	0	0.00128571428571429	0.000428571428571429	0.00242857142857143	0.000857142857142857
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium samirii"	0	0	0	0	0	0.01	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pongonis"	0	0	0	0	0	0.00971428571428571	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola dorei"	0.00214285714285714	0.000142857142857143	0.00128571428571429	0.000285714285714286	0.00114285714285714	0.00214285714285714	0.00171428571428571	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	0.000285714285714286	0.000142857142857143	0.00228571428571429	0.000428571428571429	0.00114285714285714	0.000142857142857143	0.00171428571428571	0.00271428571428571
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium angulatum"	0	0	0	0	0	0.00871428571428571	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0.00214285714285714	0.00157142857142857	0.000142857142857143	0.000714285714285714	0.000714285714285714	0.00128571428571429	0.000428571428571429	0.00142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.00114285714285714	0.000428571428571429	0.000428571428571429	0.000571428571428571	0.00142857142857143	0.000285714285714286	0.00285714285714286	0.00114285714285714
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella vaginalis"	0.00114285714285714	0.00114285714285714	0	0.000714285714285714	0.000571428571428571	0.00114285714285714	0.000428571428571429	0.00285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0.001	0.001	0.000428571428571429	0.000571428571428571	0.00128571428571429	0.000285714285714286	0.00228571428571429	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.001	0.000857142857142857	0.000714285714285714	0.000857142857142857	0.000857142857142857	0.000285714285714286	0.00285714285714286	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella buccae"	0.000857142857142857	0.000285714285714286	0.000285714285714286	0.000571428571428571	0.00228571428571429	0.000714285714285714	0.000714285714285714	0.00157142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0.000285714285714286	0.000285714285714286	0.000428571428571429	0.000285714285714286	0.000571428571428571	0.00357142857142857	0.00128571428571429	0.000285714285714286
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium reuteri"	0	0	0	0	0	0.00685714285714286	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.00271428571428571	0.00114285714285714	0.000142857142857143	0	0.000857142857142857	0.000142857142857143	0.00114285714285714	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	0.002	0.00214285714285714	0	0	0.000428571428571429	0.000142857142857143	0.000571428571428571	0.001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.00171428571428571	0.00214285714285714	0.000285714285714286	0.000285714285714286	0.000428571428571429	0.000285714285714286	0.000857142857142857	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.00257142857142857	0.000714285714285714	0.000571428571428571	0.000142857142857143	0.000428571428571429	0.000142857142857143	0.000857142857142857	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0.00271428571428571	0.00142857142857143	0.000142857142857143	0	0	0.00114285714285714	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	0.00128571428571429	0.000857142857142857	0.000142857142857143	0.000571428571428571	0.000714285714285714	0.000142857142857143	0.001	0.000285714285714286
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas bubulae"	0	0	0	0	0	0	0	0.00471428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0.00185714285714286	0.00214285714285714	0	0	0	0.000428571428571429	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0.00114285714285714	0.00157142857142857	0	0.000285714285714286	0	0.00128571428571429	0	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium hapali"	0	0	0	0	0	0.00428571428571429	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	0.000857142857142857	0.000857142857142857	0.000142857142857143	0	0.000285714285714286	0.00185714285714286	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0.000285714285714286	0.000714285714285714	0.000142857142857143	0.000142857142857143	0.000571428571428571	0.000428571428571429	0.00142857142857143	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	0.00157142857142857	0.000428571428571429	0.000142857142857143	0	0.000285714285714286	0.000285714285714286	0.001	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter|s__Coprobacter fastidiosus"	0.002	0.000428571428571429	0	0	0	0.00142857142857143	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter ludwigii"	0	0	0	0	0	0.00385714285714286	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium aesculapii"	0	0	0	0	0	0.00371428571428571	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium catenulatum"	0	0	0	0	0	0.00371428571428571	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus scindens"	0.000857142857142857	0.00242857142857143	0.000142857142857143	0	0	0.000142857142857143	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus|s__Sodaliphilus pleomorphus"	0.000571428571428571	0.000142857142857143	0.000142857142857143	0.000142857142857143	0.000285714285714286	0.000857142857142857	0.000857142857142857	0.000428571428571429
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium callitrichos"	0	0	0	0	0	0.00314285714285714	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0	0.000285714285714286	0.000142857142857143	0	0.000571428571428571	0.000142857142857143	0.00142857142857143	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0.000142857142857143	0	0	0	0.000571428571428571	0.000142857142857143	0.00142857142857143	0.000857142857142857
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0.000142857142857143	0	0.000428571428571429	0	0.000571428571428571	0	0.00114285714285714	0.000857142857142857
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella viscericola"	0.000142857142857143	0.000285714285714286	0.000428571428571429	0	0.000714285714285714	0.000285714285714286	0.000714285714285714	0.000428571428571429
