"Taxa"	"ophelia19"	"ophelia37"	"ophelia43"	"ophelia45"	"ophelia48"	"ophelia49"	"ophelia55"	"ophelia57"	"ophelia59"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae"	0.00242857142857143	0.000571428571428571	0.00571428571428571	0.000857142857142857	0.000714285714285714	0.000428571428571429	0.00157142857142857	0.00742857142857143	0.000285714285714286
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae"	0.00242857142857143	0.00142857142857143	0.00342857142857143	0.003	0.00185714285714286	0.000428571428571429	0.000285714285714286	0.00285714285714286	0.00142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae"	0	0	0.000142857142857143	0.000857142857142857	0.000142857142857143	0	0.00214285714285714	0.00414285714285714	0.00514285714285714
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae"	0.00114285714285714	0.000142857142857143	0.000285714285714286	0.000428571428571429	0.000571428571428571	0.000285714285714286	0.00142857142857143	0.00114285714285714	0.001
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae"	0.00142857142857143	0	0	0.000428571428571429	0.000142857142857143	0.000142857142857143	0.000142857142857143	0.000428571428571429	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae"	0.000142857142857143	0.000142857142857143	0.000714285714285714	0.000285714285714286	0.000285714285714286	0.000428571428571429	0.000571428571428571	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae"	0	0	0	0.000714285714285714	0.000428571428571429	0.000142857142857143	0	0.000571428571428571	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae"	0	0	0.000428571428571429	0.000142857142857143	0	0	0.000714285714285714	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae"	0.000428571428571429	0	0.000142857142857143	0	0.000285714285714286	0.000285714285714286	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__"	0.000285714285714286	0	0	0.000142857142857143	0.000142857142857143	0	0	0.000285714285714286	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae"	0.000428571428571429	0	0	0.000142857142857143	0.000142857142857143	0.000142857142857143	0	0.000142857142857143	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae"	0.000571428571428571	0	0	0	0	0.000142857142857143	0	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae"	0	0.000142857142857143	0	0.000142857142857143	0	0	0.000285714285714286	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae"	0	0	0	0.000571428571428571	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__"	0	0	0	0	0.000142857142857143	0	0.000142857142857143	0	0.000285714285714286
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae"	0	0	0	0	0	0.000571428571428571	0	0	0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae"	0.000142857142857143	0	0	0.000285714285714286	0	0	0	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae"	0.000142857142857143	0	0	0	0.000142857142857143	0	0	0.000142857142857143	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae"	0	0	0	0	0	0.000285714285714286	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae"	0	0	0	0.000142857142857143	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae"	0	0	0.000142857142857143	0	0	0	0.000142857142857143	0	0
"k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Emcibacterales|f__Emcibacteraceae"	0.000142857142857143	0	0	0	0	0	0	0.000142857142857143	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae"	0	0.000142857142857143	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae"	0	0	0	0	0	0	0	0.000142857142857143	0
"k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae"	0	0	0	0	0	0.000142857142857143	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae"	0	0	0	0	0	0	0	0.000142857142857143	0
