"Taxa"	"lambchop17"	"lambchop18"	"lambchop25"	"lambchop37"	"lambchop44"	"lambchop46"	"lambchop48"	"lambchop50"	"lambchop55"	"lambchop70"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.00657142857142857	0.017	0.0325714285714286	0.0135714285714286	0.00571428571428571	0.003	0.0147142857142857	0.00757142857142857	0.00528571428571429	0.001
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0	0	0.000285714285714286	0.000714285714285714	0.0235714285714286	0.0287142857142857	0.000285714285714286	0.00528571428571429	0.00557142857142857	0.0108571428571429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0	0	0.000142857142857143	0.0147142857142857	0.00514285714285714	0.012	0.00671428571428571	0.00285714285714286	0.0114285714285714	0.00842857142857143
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0	0	0	0	0	0	0.000142857142857143	0.000142857142857143	0.054
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0	0	0	0.012	0.0111428571428571	0.00571428571428571	0.00814285714285714	0.00857142857142857	0.00357142857142857	0.000571428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.00942857142857143	0.0204285714285714	0.000285714285714286	0.00514285714285714	0.000714285714285714	0.000571428571428571	0.001	0.000428571428571429	0.000428571428571429	0.00171428571428571
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0	0	0.000142857142857143	0.0172857142857143	0	0	0.016	0	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0	0	0.00442857142857143	0.00285714285714286	0.00457142857142857	0.00114285714285714	0.00142857142857143	0.00157142857142857	0.00814285714285714	0.00557142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0	0	0.000428571428571429	0.015	0.000857142857142857	0.001	0.00571428571428571	0.001	0.00342857142857143	0.00157142857142857
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0	0	0	0.00571428571428571	0.00171428571428571	0.00228571428571429	0.00342857142857143	0.0137142857142857	0.00171428571428571	0.000285714285714286
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.000142857142857143	0	0	0.00385714285714286	0.00285714285714286	0.00657142857142857	0.002	0.00142857142857143	0.00471428571428571	0.00571428571428571
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.000571428571428571	0.000714285714285714	0.00157142857142857	0.00671428571428571	0.000142857142857143	0.000428571428571429	0.00328571428571429	0.000285714285714286	0.000142857142857143	0.00542857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0.000571428571428571	0.00114285714285714	0	0	0.000857142857142857	0.00242857142857143	0	0.00628571428571429	0.001	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0	0	0	0.003	0.00314285714285714	0.000285714285714286	0.00171428571428571	0.00157142857142857	0.00157142857142857	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0	0	0	0.00385714285714286	0.00114285714285714	0.000142857142857143	0.00157142857142857	0.000142857142857143	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0.000142857142857143	0.00185714285714286	0.000142857142857143	0.00114285714285714	0.000428571428571429	0.000285714285714286	0.00157142857142857	0.00128571428571429	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0	0	0	0.00542857142857143	0	0	0.000857142857142857	0.000142857142857143	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0	0	0	0.000142857142857143	0.000857142857142857	0.002	0	0.000857142857142857	0.002	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0.001	0	0.000571428571428571	0.000285714285714286	0.000285714285714286	0.00157142857142857	0.000571428571428571	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"	0	0.000571428571428571	0.00142857142857143	0	0.000142857142857143	0.000571428571428571	0	0.00128571428571429	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0.000285714285714286	0.000571428571428571	0.00114285714285714	0.000142857142857143	0	0	0	0	0	0.00185714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0	0	0	0.000857142857142857	0.000428571428571429	0.000285714285714286	0.000285714285714286	0.000285714285714286	0.000857142857142857	0.000571428571428571
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"	0.000142857142857143	0.000428571428571429	0.000285714285714286	0	0.000142857142857143	0.000857142857142857	0	0.00142857142857143	0	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0	0	0	0.00228571428571429	0.000142857142857143	0	0.000285714285714286	0.000142857142857143	0	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella"	0.000142857142857143	0	0	0	0	0.000285714285714286	0	0.00228571428571429	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0	0	0	0.000857142857142857	0.000714285714285714	0.000428571428571429	0.000142857142857143	0.000285714285714286	0.000285714285714286	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus"	0.00242857142857143	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0	0	0	0.000571428571428571	0.000714285714285714	0.000142857142857143	0	0.000142857142857143	0.000285714285714286	0.000428571428571429
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0	0	0	0.00157142857142857	0.000428571428571429	0.000142857142857143	0.000142857142857143	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia"	0	0	0	0	0	0.000285714285714286	0	0.00157142857142857	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus"	0	0	0	0	0.000428571428571429	0	0	0.00157142857142857	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0	0	0	0.00114285714285714	0.000142857142857143	0.000285714285714286	0.000285714285714286	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0	0	0	0.00114285714285714	0.000285714285714286	0	0.000428571428571429	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0	0	0	0	0	0.000428571428571429	0	0.000714285714285714	0.000142857142857143	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella"	0.000142857142857143	0	0.000285714285714286	0	0.000285714285714286	0.000285714285714286	0	0.000285714285714286	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0	0	0	0.000857142857142857	0.000285714285714286	0	0	0.000142857142857143	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0	0	0	0.000571428571428571	0.000142857142857143	0	0.000428571428571429	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0	0	0	0.000285714285714286	0.000142857142857143	0.000142857142857143	0.000142857142857143	0.000142857142857143	0	0.000142857142857143
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0	0	0	0.000142857142857143	0	0.000142857142857143	0	0.000142857142857143	0.000142857142857143	0.000285714285714286
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0	0	0	0	0.000142857142857143	0.000285714285714286	0	0.000428571428571429	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0	0	0	0	0.000142857142857143	0.000142857142857143	0	0.000285714285714286	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0	0	0	0.000285714285714286	0.000285714285714286	0.000142857142857143	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0	0	0	0.000428571428571429	0	0	0.000285714285714286	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0	0	0	0.000285714285714286	0	0.000142857142857143	0.000142857142857143	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0	0.000285714285714286	0	0	0.000285714285714286	0	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus"	0	0.000285714285714286	0	0	0	0	0.000142857142857143	0.000142857142857143	0	0
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter"	0.000142857142857143	0	0.000142857142857143	0	0	0.000142857142857143	0	0.000142857142857143	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0	0	0.000428571428571429	0	0	0.000142857142857143	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0	0	0	0.000142857142857143	0	0	0.000428571428571429	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0	0	0.000142857142857143	0	0	0.000428571428571429	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0	0	0	0.000428571428571429	0.000142857142857143	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas"	0	0.000571428571428571	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0	0.000142857142857143	0.000142857142857143	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0	0	0	0.000285714285714286	0	0	0.000142857142857143	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0	0	0	0.000285714285714286	0	0	0.000142857142857143	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0	0	0	0.000142857142857143	0.000142857142857143	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0	0	0	0	0	0.000142857142857143	0	0.000285714285714286	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma"	0	0	0	0.000142857142857143	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus"	0	0	0	0.000142857142857143	0	0	0.000142857142857143	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus"	0	0	0	0.000142857142857143	0	0	0.000142857142857143	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster"	0	0	0	0	0.000142857142857143	0.000142857142857143	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Herbinix"	0	0	0	0.000142857142857143	0.000142857142857143	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium"	0	0	0.000142857142857143	0	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Canicola"	0	0.000142857142857143	0	0	0	0	0	0.000142857142857143	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus"	0	0	0	0	0.000285714285714286	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella"	0	0.000285714285714286	0	0	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor"	0	0	0	0	0.000142857142857143	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens"	0	0	0	0	0	0.000142857142857143	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia"	0	0	0	0	0.000142857142857143	0	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sporofaciens"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia"	0	0	0.000142857142857143	0	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinimonas"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Nitrincola"	0	0	0	0.000142857142857143	0	0	0	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Glaesserella"	0	0.000142857142857143	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga"	0	0	0	0	0	0	0	0	0	0.000142857142857143
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Pseudostreptobacillus"	0	0	0	0	0	0	0	0	0	0.000142857142857143
